JOUR,O3obs,Pow2_O3obs,MOCAGE,TEMPE,RMH2O,NO2,NO,STATION,VentMOD,VentANG
0,140,19600,159.4,20.7,0.01715,0.98,0.163,Pla,4.9406,0.9434899999999999
1,121,14641,100.4,21.6,0.014740000000000001,0.446,0.11,Pla,5.7567,1.27102
1,125,15625,145.3,21.6,0.01571,1.2670000000000001,0.228,Pla,4.3139,0.7690100000000001
0,182,33124,190.4,19.6,0.02153,1.58,0.177,Pla,5.0567,0.42826000000000003
0,112,12544,150.3,20.9,0.01644,4.819,0.9179999999999999,Pla,7.5664,-0.13255
0,153,23409,119.7,24.1,0.010740000000000001,1.375,0.293,Pla,6.0374,0.46365
1,150,22500,109.1,25.4,0.013580000000000002,0.258,0.08,Pla,5.3852,1.02401
1,174,30276,127.8,25.8,0.013999999999999999,1.178,0.22899999999999998,Pla,5.5154,0.39061
0,172,29584,126.5,27.6,0.01133,0.955,0.185,Pla,5.5543,0.40726
0,166,27556,157.2,27.5,0.01431,0.745,0.11199999999999999,Pla,4.9244,1.0617299999999998
0,183,33489,141.5,27.8,0.011359999999999999,1.182,0.20600000000000002,Pla,7.3335,0.0956
0,157,24649,146.6,27.5,0.01796,1.5619999999999998,0.262,Pla,4.8877,0.53691
0,198,39204,137.5,27.0,0.01589,0.667,0.11800000000000001,Pla,4.7802,0.9189299999999999
1,184,33856,121.4,27.3,0.01609,0.941,0.18600000000000003,Pla,5.4424,0.35662
1,162,26244,122.4,26.9,0.01288,0.467,0.08800000000000001,Pla,6.8622,0.32636
0,164,26896,168.4,27.6,0.01679,0.922,0.132,Pla,7.5505,0.19999
0,162,26244,174.3,28.7,0.01697,1.147,0.159,Pla,5.9169,0.53172
0,175,30625,161.0,27.6,0.01875,0.858,0.126,Pla,6.9079999999999995,0.38588
0,228,51984,166.0,27.3,0.01824,0.85,0.146,Pla,6.7067,0.04475
1,202,40804,181.2,27.0,0.01685,2.572,0.35700000000000004,Pla,6.2817,0.24111999999999997
1,146,21316,135.1,24.8,0.015069999999999998,0.47600000000000003,0.084,Pla,6.1008,1.5544
1,95,9025,129.0,23.4,0.02076,0.319,0.052000000000000005,Pla,5.9008,1.55385
0,115,13225,112.5,24.1,0.014430000000000002,1.8969999999999998,0.408,Pla,5.9808,0.35877
0,141,19881,144.7,26.4,0.01739,3.525,0.611,Pla,10.1833,-0.12800999999999998
1,166,27556,173.5,18.2,0.00655,0.32799999999999996,0.001,Pla,5.7706,-1.0839
0,128,16384,165.0,18.8,0.00526,1.58,0.242,Pla,7.4095,-1.01649
0,103,10609,123.5,17.1,0.004,3.0810000000000004,0.6970000000000001,Pla,12.2037,-0.58118
1,106,11236,151.3,14.7,0.00542,0.9390000000000001,0.17800000000000002,Pla,15.5878,-0.72185
0,114,12996,144.5,15.9,0.0036899999999999997,7.099,1.4980000000000002,Pla,10.3788,-0.43778999999999996
0,113,12769,166.0,14.4,0.0069,21.348000000000003,3.7960000000000003,Pla,1.9647,0.25732
0,114,12996,169.9,18.2,0.004229999999999999,6.401,1.093,Pla,5.5009,-0.01818
0,128,16384,162.4,16.3,0.00602,1.465,0.247,Pla,11.8309,-0.39934000000000003
1,103,10609,158.4,13.8,0.01039,4.17,0.7959999999999999,Pla,7.7698,-0.55587
1,119,14161,139.4,15.0,0.00607,2.189,0.48700000000000004,Pla,7.642,0.10488
0,108,11664,131.8,11.5,0.00856,0.9590000000000001,0.19899999999999998,Pla,3.8079,0.5224
0,101,10201,143.8,12.4,0.00886,1.0070000000000001,0.18899999999999997,Pla,7.1694,-0.5260699999999999
0,96,9216,131.9,11.8,0.0058200000000000005,1.105,0.25,Pla,17.6867,-0.75341
0,134,17956,178.4,18.5,0.00496,6.697,1.163,Pla,7.4108,-0.054000000000000006
0,142,20164,160.6,17.1,0.0062,0.608,0.10099999999999999,Pla,5.9464,0.73782
1,125,15625,148.5,17.2,0.00527,0.4,0.065,Pla,6.1074,1.52166
1,125,15625,164.4,17.0,0.0059700000000000005,1.821,0.326,Pla,7.7006,-0.65649
0,103,10609,128.5,16.4,0.00548,0.9470000000000001,0.204,Pla,16.8241,-0.69702
0,132,17424,172.6,20.1,0.00784,6.421,1.162,Pla,7.3498,-0.26148000000000005
0,140,19600,197.8,20.8,0.0107,1.733,0.24,Pla,4.9769,-1.1791
0,148,21904,196.0,21.6,0.01077,1.912,0.249,Pla,3.8013,1.54449
0,174,30276,175.6,21.7,0.00927,1.268,0.188,Pla,4.9031,-1.3654
1,183,33489,186.2,20.8,0.00915,1.5319999999999998,0.228,Pla,5.0695,0.25933
1,134,17956,177.8,21.9,0.01017,1.1520000000000001,0.17600000000000002,Pla,4.0361,0.83798
0,109,11881,157.3,23.9,0.01549,1.672,0.228,Pla,12.4403,-0.63707
0,135,18225,178.0,21.2,0.01085,2.109,0.33299999999999996,Pla,5.3226,-1.12395
0,150,22500,200.1,18.9,0.01176,0.9990000000000001,0.11900000000000001,Pla,2.4,0.0
0,152,23104,184.6,18.2,0.012709999999999999,0.784,0.098,Pla,2.9833,0.88035
0,146,21316,211.4,21.8,0.010759999999999999,1.574,0.18899999999999997,Pla,3.8601,-0.63832
1,125,15625,183.7,22.4,0.00451,3.4019999999999997,0.542,Pla,10.7005,-0.65285
1,106,11236,127.0,21.7,0.0038399999999999997,1.2329999999999999,0.27,Pla,14.7922,-0.74236
0,73,5329,126.1,21.5,0.00563,0.868,0.19,Pla,16.4268,-0.8370799999999999
0,112,12544,134.8,14.6,0.0069700000000000005,1.123,0.261,Pla,5.5866,0.77274
0,141,19881,198.4,15.8,0.006670000000000001,2.633,0.408,Pla,7.0178,0.57219
0,130,16900,143.2,14.5,0.00615,1.114,0.243,Pla,6.6483,0.36933
1,101,10201,158.8,15.2,0.00808,0.716,0.13699999999999998,Pla,6.5765,0.79615
1,110,12100,159.2,16.2,0.0069299999999999995,0.35700000000000004,0.062,Pla,6.8154,-1.3187
0,117,13689,160.3,18.6,0.00866,1.5319999999999998,0.257,Pla,8.3487,-0.8192799999999999
0,123,15129,202.0,21.7,0.007790000000000001,3.989,0.557,Pla,8.5913,-0.6947399999999999
0,142,20164,179.4,22.8,0.00847,2.5180000000000002,0.384,Pla,7.0456,0.60375
0,164,26896,252.1,23.0,0.0098,2.234,0.231,Pla,4.9649,0.48166000000000003
1,155,24025,195.9,23.6,0.0098,1.723,0.22699999999999998,Pla,4.5222,0.31476
0,129,16641,197.4,24.0,0.01267,0.54,0.063,Pla,1.0817,-0.9827899999999999
0,125,15625,195.7,24.1,0.01168,1.213,0.161,Pla,3.4409,0.95055
0,133,17689,197.4,23.2,0.0139,1.179,0.133,Pla,2.4042,-1.27536
0,116,13456,180.8,23.3,0.01097,1.227,0.184,Pla,3.6797,0.7469600000000001
0,105,11025,167.7,22.8,0.01103,0.414,0.059000000000000004,Pla,5.728,1.2877
1,112,12544,164.1,23.3,0.009470000000000001,0.419,0.064,Pla,5.1865,0.97745
1,104,10816,172.8,25.0,0.008759999999999999,0.628,0.08900000000000001,Pla,4.7707,0.9944200000000001
0,114,12996,146.7,25.9,0.00813,0.672,0.133,Pla,5.794,0.37089
0,165,27225,145.4,26.0,0.00867,0.561,0.096,Pla,6.0959,0.7157399999999999
0,76,5776,156.5,22.6,0.01206,1.4580000000000002,0.248,Pla,5.3852,0.54679
0,125,15625,117.3,21.6,0.00953,1.4680000000000002,0.322,Pla,11.8714,-0.10973
0,95,9025,98.2,21.1,0.00506,0.7090000000000001,0.187,Pla,19.3349,-0.8879799999999999
1,137,18769,126.6,22.8,0.006229999999999999,0.992,0.198,Pla,5.5902,0.74744
1,105,11025,191.3,23.7,0.010759999999999999,2.188,0.287,Pla,3.9962,1.0175
0,78,6084,150.9,20.1,0.012620000000000001,1.139,0.177,Pla,4.3417,0.5048600000000001
0,66,4356,116.2,20.9,0.00968,1.526,0.32899999999999996,Pla,12.054,-0.24297
0,92,8464,153.1,21.4,0.00648,3.069,0.563,Pla,12.1314,-0.5079
1,114,12996,166.7,19.6,0.00675,2.444,0.40399999999999997,Pla,12.0304,-0.45621000000000006
1,65,4225,170.5,20.6,0.00826,1.5730000000000002,0.22899999999999998,Pla,4.9769,-0.3917
0,141,19881,193.8,23.6,0.008020000000000001,1.913,0.259,Pla,3.9205,0.65881
0,169,28561,205.4,22.4,0.00774,2.084,0.271,Pla,6.9721,0.14393
0,143,20449,189.7,21.0,0.013340000000000001,0.634,0.078,Pla,3.1401,0.64987
1,132,17424,182.9,21.9,0.00916,0.9129999999999999,0.127,Pla,5.5973,0.72219
0,144,20736,171.6,22.4,0.00886,0.43,0.064,Pla,5.728,0.77305
1,125,15625,180.2,24.4,0.009909999999999999,0.536,0.07200000000000001,Pla,5.6859,0.97304
1,142,20164,284.7,28.5,0.0072900000000000005,2.282,0.19399999999999998,Pla,4.14,0.6483300000000001
0,104,10816,206.4,20.6,0.01183,1.639,0.212,Pla,3.1953,0.35144000000000003
0,84,7056,127.1,22.2,0.0085,2.057,0.401,Pla,14.0417,-0.65917
0,118,13924,118.2,25.8,0.0038299999999999996,1.7719999999999998,0.36700000000000005,Pla,16.2373,-0.7113
0,84,7056,108.8,26.4,0.00615,0.778,0.174,Pla,17.0294,-0.86854
0,129,16641,132.1,25.5,0.00352,1.425,0.276,Pla,14.9241,-0.76171
1,113,12769,208.9,22.2,0.00731,5.803999999999999,0.812,Pla,9.0139,-0.0555
1,79,6241,168.8,22.4,0.00954,0.42700000000000005,0.055999999999999994,Pla,5.3254,0.9723799999999999
0,102,10404,161.3,22.7,0.01198,0.625,0.10099999999999999,Pla,5.3235,1.47674
0,104,10816,163.3,24.1,0.00927,0.28,0.084,Pla,4.3012,0.95055
0,117,13689,162.9,25.0,0.00982,0.894,0.133,Pla,6.1847,-1.1722700000000001
0,117,13689,165.3,25.7,0.00985,1.235,0.18,Pla,7.0328,-1.04989
0,110,12100,179.1,25.3,0.01206,2.3,0.32,Pla,7.1694,-1.04473
1,114,12996,160.5,24.9,0.0077,3.407,0.542,Pla,10.4652,-0.4551
1,111,12321,137.1,22.2,0.00473,3.801,0.743,Pla,11.8119,-0.49394
0,103,10609,180.7,24.6,0.00605,4.663,0.6729999999999999,Pla,7.3348,0.19205
0,107,11449,173.8,20.2,0.01053,1.557,0.195,Pla,5.0448,0.24017
0,105,11025,142.3,22.7,0.00795,1.04,0.18,Pla,17.3234,-0.8753200000000001
0,106,11236,138.4,22.8,0.00491,1.048,0.19,Pla,17.6011,-0.93866
0,128,16384,122.7,25.8,0.00465,3.3369999999999997,0.667,Pla,7.8,-0.39479000000000003
1,93,8649,120.0,25.9,0.0050799999999999994,0.691,0.145,Pla,16.7108,-0.89138
1,77,5929,91.3,22.6,0.00646,0.627,0.163,Pla,19.1024,-0.91159
0,104,10816,146.0,19.1,0.011009999999999999,1.1520000000000001,0.207,Pla,6.456,1.28824
0,112,12544,130.5,19.8,0.00735,0.598,0.11699999999999999,Pla,6.5924,1.40315
0,121,14641,200.2,18.3,0.01275,1.159,0.154,Pla,4.1183,-0.5071
0,105,11025,123.0,24.7,0.00461,0.9279999999999999,0.187,Pla,13.1522,-0.7854
1,96,9216,106.2,23.9,0.00573,1.745,0.395,Pla,12.567,-0.47076
1,94,8836,107.1,22.8,0.00705,1.837,0.414,Pla,11.5447,-0.24498000000000003
0,98,9604,139.9,21.6,0.00551,0.754,0.131,Pla,5.7079,-1.51821
0,111,12321,152.3,21.9,0.01036,4.564,0.7440000000000001,Pla,7.506,-0.03998
1,73,5329,123.5,18.6,0.00624,4.207,0.937,Pla,8.0,0.0
1,78,6084,159.1,16.1,0.0084,2.9130000000000003,0.442,Pla,6.382000000000001,-0.61843
0,83,6889,145.3,19.5,0.00881,0.9109999999999999,0.151,Pla,17.3658,-0.85467
0,73,5329,119.2,21.8,0.00455,0.6629999999999999,0.139,Pla,16.1276,-0.7590899999999999
0,115,13225,174.6,20.3,0.00928,3.168,0.441,Pla,5.5362,0.35031
0,100,10000,119.8,19.4,0.0067599999999999995,0.657,0.13,Pla,6.5,0.39479000000000003
0,89,7921,149.4,22.6,0.00801,5.316,0.8009999999999999,Pla,7.931,-0.40158
1,70,4900,148.0,18.8,0.00914,4.143,0.529,Pla,3.0017,0.033319999999999995
1,104,10816,123.0,18.1,0.013580000000000002,0.71,0.131,Pla,2.4739,-0.24498000000000003
0,122,14884,208.4,21.2,0.01111,3.13,0.344,Pla,3.0265,0.13255
0,119,14161,208.3,22.6,0.01095,2.673,0.284,Pla,3.4785,1.24905
0,110,12100,159.9,22.9,0.00687,1.9780000000000002,0.298,Pla,4.5277,0.53284
0,94,8836,131.2,20.8,0.009890000000000001,0.5579999999999999,0.09300000000000001,Pla,5.3759,0.7590899999999999
0,104,10816,195.2,23.7,0.00965,1.6,0.184,Pla,3.759,0.49935
1,100,10000,175.6,23.7,0.00949,1.4469999999999998,0.18,Pla,4.9031,0.2054
1,90,8100,140.5,22.3,0.00821,0.415,0.062,Pla,4.982,0.8991899999999999
0,89,7921,162.6,19.2,0.00955,1.6740000000000002,0.203,Pla,16.6652,-0.32365
0,77,5929,103.7,17.1,0.0126,0.73,0.153,Pla,16.676,-0.28570999999999996
0,68,4624,106.7,16.6,0.01243,0.915,0.165,Pla,17.2308,-0.42471000000000003
0,65,4225,123.0,16.3,0.011609999999999999,0.7559999999999999,0.16,Pla,3.7947,0.32175
1,77,5929,130.3,17.3,0.013059999999999999,0.8140000000000001,0.124,Pla,5.7706,-1.41419
0,74,5476,124.1,17.8,0.00763,6.437,1.321,Pla,7.1063,-0.6857300000000001
0,80,6400,134.5,16.3,0.01075,1.4769999999999999,0.239,Pla,3.6056,1.2315
0,93,8649,177.3,20.4,0.00928,5.375,0.684,Pla,5.9908,-0.5833699999999999
0,116,13456,233.6,22.1,0.01048,4.843,0.431,Pla,4.8052,-0.20964000000000002
0,60,3600,162.5,15.8,0.007890000000000001,3.1660000000000004,0.41100000000000003,Pla,2.7203,-0.6288
0,74,5476,198.4,16.2,0.00811,8.349,0.9420000000000001,Pla,4.0311,0.12435
0,121,14641,191.7,16.4,0.00722,2.101,0.19899999999999998,Pla,3.8,0.0
1,93,8649,221.2,16.7,0.00919,2.29,0.20199999999999999,Pla,2.3022,0.04345
